"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","OP_CARRIER","OP_CARRIER_AIRLINE_ID","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DEL15","ARR_TIME","ARR_DELAY","CANCELLED","CANCELLATION_CODE","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY"
2025,7,10,4,"WN","WN",19393,"N7822A",2599,"ORF","Norfolk, VA","VA","BWI","Baltimore, MD","MD",1810,1858,48,1,2003,48,0,"",65,39,159,0,0
2025,7,7,1,"YX","YX",20452,"N411YX",4491,"LGA","New York, NY","NY","DCA","Washington, DC","VA",759,837,38,1,949,22,0,"",72,49,214,2,0
2025,7,7,1,"OH","OH",20397,"N533AE",5646,"MKE","Milwaukee, WI","WI","DCA","Washington, DC","VA",607,558,-9,0,904,-6,0,"",126,95,634,NA,NA
2025,7,12,6,"UA","UA",19977,"N472UA",1129,"PIT","Pittsburgh, PA","PA","ORD","Chicago, IL","IL",1751,1833,42,1,1914,34,0,"",101,66,413,0,0
2025,7,19,6,"UA","UA",19977,"N464UA",336,"AVL","Asheville, NC","NC","DEN","Denver, CO","CO",1630,1639,9,0,1807,5,0,"",208,191,1248,NA,NA
2025,7,11,5,"AA","AA",19805,"N414AL",1707,"CLT","Charlotte, NC","NC","DFW","Dallas/Fort Worth, TX","TX",730,744,14,0,917,3,0,"",153,126,935,NA,NA
2025,7,29,2,"WN","WN",19393,"N7849A",1037,"IND","Indianapolis, IN","IN","PHX","Phoenix, AZ","AZ",2005,2006,1,0,2049,4,0,"",223,201,1489,NA,NA
2025,7,30,3,"WN","WN",19393,"N7860A",1522,"PHX","Phoenix, AZ","AZ","STL","St. Louis, MO","MO",845,840,-5,0,1324,-21,0,"",164,151,1262,NA,NA
2025,7,26,6,"B6","B6",20409,"N3195J",2184,"RDU","Raleigh/Durham, NC","NC","BOS","Boston, MA","MA",1020,1014,-6,0,1201,-16,0,"",107,86,612,NA,NA
2025,7,21,1,"OO","OO",20304,"N116SY",5931,"GRR","Grand Rapids, MI","MI","ORD","Chicago, IL","IL",1837,1831,-6,0,1905,10,0,"",94,38,137,NA,NA
2025,7,30,3,"OH","OH",20397,"N706PS",5088,"ORF","Norfolk, VA","VA","PHL","Philadelphia, PA","PA",610,559,-11,0,702,-13,0,"",63,34,212,NA,NA
2025,7,10,4,"OO","OO",20304,"N119SY",5813,"OMA","Omaha, NE","NE","DEN","Denver, CO","CO",1130,1245,75,1,1322,49,0,"",97,78,472,0,49
2025,7,15,2,"DL","DL",19790,"N840DN",2264,"TPA","Tampa, FL","FL","MSP","Minneapolis, MN","MN",1815,1822,7,0,2131,49,0,"",249,191,1306,0,0
2025,7,21,1,"OH","OH",20397,"N542EA",5327,"PHL","Philadelphia, PA","PA","MKE","Milwaukee, WI","WI",1028,1020,-8,0,1141,-3,0,"",141,107,690,NA,NA
2025,7,29,2,"AA","AA",19805,"N449AN",144,"HNL","Honolulu, HI","HI","LAX","Los Angeles, CA","CA",2030,1327,1017,1,2158,1015,0,"",331,274,2556,0,1015
2025,7,23,3,"WN","WN",19393,"N8660A",3300,"LAS","Las Vegas, NV","NV","HOU","Houston, TX","TX",1830,1844,14,0,2349,14,0,"",185,159,1235,NA,NA
2025,7,21,1,"MQ","MQ",20398,"N324ES",3746,"BIL","Billings, MT","MT","DFW","Dallas/Fort Worth, TX","TX",642,632,-10,0,1014,-16,0,"",162,142,1081,NA,NA
2025,7,20,7,"DL","DL",19790,"N831DN",2711,"BWI","Baltimore, MD","MD","ATL","Atlanta, GA","GA",1352,1343,-9,0,1517,-28,0,"",94,78,577,NA,NA
2025,7,5,6,"WN","WN",19393,"N8713M",298,"DEN","Denver, CO","CO","OMA","Omaha, NE","NE",740,736,-4,0,953,-12,0,"",77,59,472,NA,NA
2025,7,14,1,"WN","WN",19393,"N8568Z",849,"LAS","Las Vegas, NV","NV","SFO","San Francisco, CA","CA",1805,1814,9,0,1952,12,0,"",98,71,414,NA,NA
2025,7,3,4,"WN","WN",19393,"N460WN",1918,"MCO","Orlando, FL","FL","MHT","Manchester, NH","NH",935,931,-4,0,1259,29,0,"",208,163,1142,0,0
2025,7,19,6,"WN","WN",19393,"N8830Q",140,"TPA","Tampa, FL","FL","MDW","Chicago, IL","IL",1030,1025,-5,0,1153,-17,0,"",148,129,997,NA,NA
2025,7,19,6,"DL","DL",19790,"N306DU",563,"JAX","Jacksonville, FL","FL","LGA","New York, NY","NY",1600,1551,-9,0,1820,-4,0,"",149,127,834,NA,NA
2025,7,23,3,"YX","YX",20452,"N426YX",4359,"ORF","Norfolk, VA","VA","JFK","New York, NY","NY",1714,1711,-3,0,1855,0,0,"",104,58,290,NA,NA
2025,7,19,6,"YX","YX",20452,"N743YX",3550,"IND","Indianapolis, IN","IN","EWR","Newark, NJ","NJ",750,741,-9,0,948,-10,0,"",127,89,645,NA,NA
2025,7,3,4,"DL","DL",19790,"N678DL",1858,"CVG","Cincinnati, OH","KY","ATL","Atlanta, GA","GA",1405,1433,28,1,1552,9,0,"",79,62,373,NA,NA
2025,7,11,5,"WN","WN",19393,"N283WN",1696,"GRR","Grand Rapids, MI","MI","MDW","Chicago, IL","IL",1300,1317,17,1,1313,13,0,"",56,40,137,NA,NA
2025,7,14,1,"WN","WN",19393,"N8553W",743,"STL","St. Louis, MO","MO","PHX","Phoenix, AZ","AZ",545,545,0,0,640,-20,0,"",175,157,1262,NA,NA
2025,7,28,1,"OO","OO",20304,"N85369",5220,"SFO","San Francisco, CA","CA","SMF","Sacramento, CA","CA",845,835,-10,0,931,-10,0,"",56,25,86,NA,NA
2025,7,20,7,"WN","WN",19393,"N8944Q",2217,"DAL","Dallas, TX","TX","LAS","Las Vegas, NV","NV",1300,1259,-1,0,1334,-16,0,"",155,134,1067,NA,NA
2025,7,29,2,"OO","OO",20304,"N192SY",3408,"PDX","Portland, OR","OR","SEA","Seattle, WA","WA",2159,2157,-2,0,2259,-3,0,"",62,26,129,NA,NA
2025,7,8,2,"DL","DL",19790,"N883DN",489,"SEA","Seattle, WA","WA","RDU","Raleigh/Durham, NC","NC",1555,1649,54,1,33,35,0,"",284,267,2354,35,0
2025,7,28,1,"AA","AA",19805,"N335SN",836,"CLT","Charlotte, NC","NC","LGA","New York, NY","NY",1318,1339,21,1,1521,11,0,"",102,78,544,NA,NA
2025,7,9,3,"DL","DL",19790,"N316NB",438,"CLE","Cleveland, OH","OH","MSP","Minneapolis, MN","MN",1049,1037,-12,0,1138,-13,0,"",121,96,622,NA,NA
2025,7,21,1,"UA","UA",19977,"N892UA",1604,"DEN","Denver, CO","CO","RNO","Reno, NV","NV",1607,1608,1,0,1735,5,0,"",147,112,804,NA,NA
2025,7,24,4,"DL","DL",19790,"N3733Z",2474,"BOS","Boston, MA","MA","RSW","Fort Myers, FL","FL",730,722,-8,0,1051,-13,0,"",209,170,1249,NA,NA
2025,7,31,4,"AS","AS",19930,"N214AK",1194,"SEA","Seattle, WA","WA","SMF","Sacramento, CA","CA",1954,2055,61,1,2243,51,0,"",108,84,605,13,0
2025,7,16,3,"WN","WN",19393,"N8782Q",295,"LGA","New York, NY","NY","BNA","Nashville, TN","TN",600,557,-3,0,714,-11,0,"",137,105,764,NA,NA
2025,7,27,7,"DL","DL",19790,"N116DU",1105,"SRQ","Sarasota/Bradenton, FL","FL","LGA","New York, NY","NY",1442,1452,10,0,1800,21,0,"",188,145,1047,0,0
2025,7,7,1,"B6","B6",20409,"N284JB",560,"PHL","Philadelphia, PA","PA","BOS","Boston, MA","MA",1740,1850,70,1,2016,62,0,"",86,56,280,0,0
2025,7,19,6,"DL","DL",19790,"N336NW",414,"DFW","Dallas/Fort Worth, TX","TX","ATL","Atlanta, GA","GA",1320,1307,-13,0,1615,-24,0,"",128,103,731,NA,NA
2025,7,18,5,"AA","AA",19805,"N914UY",2864,"DFW","Dallas/Fort Worth, TX","TX","LAS","Las Vegas, NV","NV",1653,1702,9,0,1734,-6,0,"",152,134,1055,NA,NA
2025,7,26,6,"UA","UA",19977,"N17550",512,"SFO","San Francisco, CA","CA","IAH","Houston, TX","TX",30,43,13,0,624,-6,0,"",221,198,1635,NA,NA
2025,7,9,3,"OO","OO",20304,"N326SY",3915,"MSP","Minneapolis, MN","MN","MEM","Memphis, TN","TN",2005,1959,-6,0,2201,-15,0,"",122,98,700,NA,NA
2025,7,2,3,"HA","HA",19690,"N486HA",249,"OGG","Kahului, HI","HI","LIH","Lihue, HI","HI",1030,1042,12,0,1134,13,0,"",52,37,202,NA,NA
2025,7,22,2,"AS","AS",19930,"N961AK",817,"SEA","Seattle, WA","WA","OGG","Kahului, HI","HI",1155,1201,6,0,1454,-16,0,"",353,315,2639,NA,NA
2025,7,19,6,"AA","AA",19805,"N302UD",508,"PHX","Phoenix, AZ","AZ","MIA","Miami, FL","FL",1624,1712,48,1,42,44,0,"",270,251,1972,44,0
2025,7,21,1,"WN","WN",19393,"N204WN",126,"DEN","Denver, CO","CO","ABQ","Albuquerque, NM","NM",740,744,4,0,852,-3,0,"",68,49,349,NA,NA
2025,7,31,4,"UA","UA",19977,"N481UA",1191,"BUR","Burbank, CA","CA","DEN","Denver, CO","CO",902,920,18,1,1228,0,0,"",128,105,850,NA,NA
2025,7,18,5,"MQ","MQ",20398,"N238NN",3991,"ATW","Appleton, WI","WI","CLT","Charlotte, NC","NC",1551,1614,23,1,1934,20,0,"",140,111,742,5,0
2025,7,26,6,"UA","UA",19977,"N496UA",440,"DEN","Denver, CO","CO","ECP","Panama City, FL","FL",1015,1057,42,1,1447,27,0,"",170,153,1250,8,0
2025,7,16,3,"UA","UA",19977,"N15751",1495,"ORD","Chicago, IL","IL","FAT","Fresno, CA","CA",1957,2239,162,1,103,153,0,"",264,236,1730,9,0
2025,7,8,2,"UA","UA",19977,"N842UA",1982,"IAH","Houston, TX","TX","SJC","San Jose, CA","CA",1002,1258,176,1,1603,241,0,"",305,225,1608,176,0
2025,7,22,2,"OO","OO",20304,"N794SK",4735,"LIT","Little Rock, AR","AR","DEN","Denver, CO","CO",830,825,-5,0,940,-21,0,"",135,103,771,NA,NA
2025,7,24,4,"AA","AA",19805,"N125AA",1764,"CLT","Charlotte, NC","NC","PBI","West Palm Beach/Palm Beach, FL","FL",2229,2226,-3,0,1,-20,0,"",95,80,590,NA,NA
2025,7,9,3,"YX","YX",20452,"N232JQ",5603,"SAV","Savannah, GA","GA","LGA","New York, NY","NY",600,610,10,0,825,13,0,"",135,112,722,NA,NA
2025,7,12,6,"UA","UA",19977,"N894UA",1660,"SFO","San Francisco, CA","CA","DTW","Detroit, MI","MI",2130,2120,-10,0,500,-10,0,"",280,245,2079,NA,NA
2025,7,23,3,"B6","B6",20409,"N746JB",37,"BDL","Hartford, CT","CT","MCO","Orlando, FL","FL",1520,1519,-1,0,1839,14,0,"",200,179,1050,NA,NA
2025,7,3,4,"AA","AA",19805,"N316SE",2789,"JAX","Jacksonville, FL","FL","DFW","Dallas/Fort Worth, TX","TX",542,536,-6,0,727,7,0,"",171,132,917,NA,NA
2025,7,12,6,"WN","WN",19393,"N8921Q",1629,"LAS","Las Vegas, NV","NV","AUS","Austin, TX","TX",730,728,-2,0,1207,-3,0,"",159,135,1090,NA,NA
2025,7,18,5,"WN","WN",19393,"N1805U",3408,"AUS","Austin, TX","TX","SJC","San Jose, CA","CA",1305,1304,-1,0,1442,2,0,"",218,184,1476,NA,NA
2025,7,25,5,"AA","AA",19805,"N881NN",2153,"MCO","Orlando, FL","FL","ORD","Chicago, IL","IL",1735,1742,7,0,1939,-5,0,"",177,144,1005,NA,NA
2025,7,13,7,"OO","OO",20304,"N274SY",3958,"SLC","Salt Lake City, UT","UT","PSC","Pasco/Kennewick/Richland, WA","WA",1130,1122,-8,0,1209,-5,0,"",107,78,521,NA,NA
2025,7,19,6,"AA","AA",19805,"N995AN",1718,"SAT","San Antonio, TX","TX","DCA","Washington, DC","VA",630,620,-10,0,1032,-21,0,"",192,170,1380,NA,NA
2025,7,14,1,"G4","G4",20368,"818NV",2899,"LEX","Lexington, KY","KY","SFB","Sanford, FL","FL",1500,1544,44,1,1739,49,0,"",115,93,667,25,0
2025,7,29,2,"WN","WN",19393,"N474WN",3852,"BWI","Baltimore, MD","MD","MDW","Chicago, IL","IL",800,802,2,0,846,-14,0,"",104,87,611,NA,NA
2025,7,25,5,"OO","OO",20304,"N161PQ",3564,"FWA","Fort Wayne, IN","IN","ATL","Atlanta, GA","GA",1801,1809,8,0,1956,-4,0,"",107,81,508,NA,NA
2025,7,16,3,"MQ","MQ",20398,"N766JM",3870,"GGG","Longview, TX","TX","DFW","Dallas/Fort Worth, TX","TX",1347,1342,-5,0,1434,-21,0,"",52,35,140,NA,NA
2025,7,7,1,"OO","OO",20304,"N414SY",3289,"PDX","Portland, OR","OR","SEA","Seattle, WA","WA",1940,2009,29,1,2118,43,0,"",69,28,129,0,0
2025,7,18,5,"AA","AA",19805,"N551UW",3232,"PHX","Phoenix, AZ","AZ","DFW","Dallas/Fort Worth, TX","TX",1714,1721,7,0,2139,-3,0,"",138,117,868,NA,NA
2025,7,25,5,"OO","OO",20304,"N187SY",3372,"SEA","Seattle, WA","WA","JAC","Jackson, WY","WY",810,805,-5,0,1101,-9,0,"",116,88,621,NA,NA
2025,7,13,7,"WN","WN",19393,"N8736J",2883,"MDW","Chicago, IL","IL","MCO","Orlando, FL","FL",920,919,-1,0,1249,-11,0,"",150,128,990,NA,NA
2025,7,16,3,"UA","UA",19977,"N448UA",1156,"STL","St. Louis, MO","MO","ORD","Chicago, IL","IL",1731,1837,66,1,1954,58,0,"",77,49,258,0,0
2025,7,23,3,"MQ","MQ",20398,"N241NN",4188,"DFW","Dallas/Fort Worth, TX","TX","ATW","Appleton, WI","WI",1901,1857,-4,0,2115,-24,0,"",138,117,908,NA,NA
2025,7,4,5,"F9","F9",20436,"N337FR",1082,"ATL","Atlanta, GA","GA","IAD","Washington, DC","VA",2215,30,135,1,207,123,0,"",97,77,534,43,0
2025,7,26,6,"OO","OO",20304,"N973SW",5285,"GRB","Green Bay, WI","WI","ORD","Chicago, IL","IL",615,609,-6,0,803,29,0,"",114,40,173,29,0
2025,7,28,1,"DL","DL",19790,"N530DE",390,"LAX","Los Angeles, CA","CA","ATL","Atlanta, GA","GA",620,713,53,1,1433,44,0,"",260,235,1947,0,0
2025,7,5,6,"OH","OH",20397,"N509AE",5441,"MEM","Memphis, TN","TN","DCA","Washington, DC","VA",600,551,-9,0,913,-6,0,"",142,112,762,NA,NA
2025,7,17,4,"B6","B6",20409,"N980JT",434,"SFO","San Francisco, CA","CA","BOS","Boston, MA","MA",605,605,0,0,1424,-26,0,"",319,286,2704,NA,NA
2025,7,22,2,"DL","DL",19790,"N937DZ",1624,"MEM","Memphis, TN","TN","ATL","Atlanta, GA","GA",626,618,-8,0,825,-24,0,"",67,52,332,NA,NA
2025,7,27,7,"G4","G4",20368,"261NV",3154,"FNT","Flint, MI","MI","JAX","Jacksonville, FL","FL",1051,1059,8,0,1317,6,0,"",138,117,867,NA,NA
2025,7,19,6,"UA","UA",19977,"N63899",1977,"IAH","Houston, TX","TX","BOS","Boston, MA","MA",730,726,-4,0,1208,-19,0,"",222,199,1597,NA,NA
2025,7,31,4,"YX","YX",20452,"N655RW",4517,"BOS","Boston, MA","MA","CMH","Columbus, OH","OH",700,653,-7,0,902,-24,0,"",129,114,640,NA,NA
2025,7,2,3,"WN","WN",19393,"N474WN",1856,"SMF","Sacramento, CA","CA","SAN","San Diego, CA","CA",1700,1727,27,1,1851,21,0,"",84,64,480,18,0
2025,7,8,2,"G4","G4",20368,"209NV",1132,"PIT","Pittsburgh, PA","PA","PIE","St. Petersburg, FL","FL",800,818,18,1,1046,24,0,"",148,128,878,18,0
2025,7,17,4,"AA","AA",19805,"N539UW",1859,"CLT","Charlotte, NC","NC","SMF","Sacramento, CA","CA",1506,1518,12,0,1728,4,0,"",310,291,2244,NA,NA
2025,7,11,5,"OO","OO",20304,"N765SK",6251,"BTV","Burlington, VT","VT","ORD","Chicago, IL","IL",622,615,-7,0,824,30,0,"",189,133,763,30,0
2025,7,21,1,"WN","WN",19393,"N255WN",3633,"SAN","San Diego, CA","CA","SFO","San Francisco, CA","CA",1850,2004,74,1,2129,69,0,"",85,69,447,0,0
2025,7,22,2,"DL","DL",19790,"N830MH",738,"JFK","New York, NY","NY","LAX","Los Angeles, CA","CA",1540,1723,103,1,1958,63,0,"",335,291,2475,35,0
2025,7,27,7,"WN","WN",19393,"N8742M",3027,"HNL","Honolulu, HI","HI","PHX","Phoenix, AZ","AZ",2100,2059,-1,0,530,-35,0,"",331,311,2917,NA,NA
2025,7,30,3,"MQ","MQ",20398,"N310JZ",3805,"DFW","Dallas/Fort Worth, TX","TX","CRP","Corpus Christi, TX","TX",1830,1832,2,0,1943,-8,0,"",71,51,355,NA,NA
2025,7,23,3,"UA","UA",19977,"N77022",538,"EWR","Newark, NJ","NJ","SFO","San Francisco, CA","CA",1445,1455,10,0,1727,-17,0,"",332,307,2565,NA,NA
2025,7,30,3,"WN","WN",19393,"N8673F",1570,"PHX","Phoenix, AZ","AZ","ABQ","Albuquerque, NM","NM",1725,1925,120,1,2127,112,0,"",62,50,328,103,0
2025,7,3,4,"OO","OO",20304,"N116SY",5776,"ASE","Aspen, CO","CO","DEN","Denver, CO","CO",1523,1519,-4,0,1617,-15,0,"",58,34,125,NA,NA
2025,7,2,3,"UA","UA",19977,"N68817",1795,"DEN","Denver, CO","CO","RIC","Richmond, VA","VA",1748,1744,-4,0,2307,-8,0,"",203,168,1481,NA,NA
2025,7,30,3,"WN","WN",19393,"N8657B",950,"BZN","Bozeman, MT","MT","LAS","Las Vegas, NV","NV",1615,1632,17,1,1730,5,0,"",118,104,701,NA,NA
2025,7,16,3,"DL","DL",19790,"N108DN",825,"ATL","Atlanta, GA","GA","LAS","Las Vegas, NV","NV",2245,2240,-5,0,2336,-23,0,"",236,219,1747,NA,NA
2025,7,31,4,"AA","AA",19805,"N187US",1824,"MIA","Miami, FL","FL","DFW","Dallas/Fort Worth, TX","TX",1440,1436,-4,0,1634,-17,0,"",178,144,1121,NA,NA
2025,7,13,7,"WN","WN",19393,"N872CB",2917,"AUS","Austin, TX","TX","PHX","Phoenix, AZ","AZ",1720,1954,154,1,2009,144,0,"",135,118,872,11,0
2025,7,5,6,"G4","G4",20368,"196NV",3084,"VPS","Valparaiso, FL","FL","PIA","Peoria, IL","IL",1557,1637,40,1,1836,32,0,"",119,97,724,0,0
2025,7,2,3,"AA","AA",19805,"N831NN",2806,"DFW","Dallas/Fort Worth, TX","TX","MSP","Minneapolis, MN","MN",1830,1846,16,1,2104,10,0,"",138,115,852,NA,NA
2025,7,16,3,"WN","WN",19393,"N919WN",3559,"DEN","Denver, CO","CO","SDF","Louisville, KY","KY",1725,2021,176,1,49,174,0,"",148,127,1024,26,0
2025,7,11,5,"DL","DL",19790,"N581NW",301,"ATL","Atlanta, GA","GA","LAX","Los Angeles, CA","CA",1655,1750,55,1,1934,67,0,"",284,241,1947,0,0
2025,7,27,7,"UA","UA",19977,"N24514",2341,"MCO","Orlando, FL","FL","ORD","Chicago, IL","IL",932,929,-3,0,1111,-28,0,"",162,138,1005,NA,NA
2025,7,4,5,"AS","AS",19930,"N513AS",1259,"SAN","San Diego, CA","CA","SEA","Seattle, WA","WA",1000,951,-9,0,1256,-4,0,"",185,144,1050,NA,NA
2025,7,12,6,"AA","AA",19805,"N903NN",1552,"COS","Colorado Springs, CO","CO","DFW","Dallas/Fort Worth, TX","TX",1049,1115,26,1,1406,27,0,"",111,83,592,0,0
2025,7,3,4,"WN","WN",19393,"N8628A",2083,"PHX","Phoenix, AZ","AZ","MDW","Chicago, IL","IL",705,704,-1,0,1219,-6,0,"",195,174,1444,NA,NA
2025,7,16,3,"DL","DL",19790,"N111DC",3098,"ATL","Atlanta, GA","GA","AUS","Austin, TX","TX",2255,2257,2,0,11,-3,0,"",134,107,813,NA,NA
2025,7,26,6,"DL","DL",19790,"N980AT",458,"HSV","Huntsville, AL","AL","ATL","Atlanta, GA","GA",1700,1652,-8,0,1837,-32,0,"",45,31,151,NA,NA
2025,7,30,3,"WN","WN",19393,"N235WN",864,"MCO","Orlando, FL","FL","OKC","Oklahoma City, OK","OK",1205,1204,-1,0,1332,-18,0,"",148,132,1069,NA,NA
2025,7,31,4,"OO","OO",20304,"N533GJ",5836,"ORD","Chicago, IL","IL","TYS","Knoxville, TN","TN",1035,1028,-7,0,1301,-20,0,"",93,66,475,NA,NA
2025,7,19,6,"AA","AA",19805,"N126AN",2548,"PSP","Palm Springs, CA","CA","DFW","Dallas/Fort Worth, TX","TX",1248,1246,-2,0,1743,-6,0,"",177,153,1126,NA,NA
2025,7,17,4,"WN","WN",19393,"N251WN",1363,"STL","St. Louis, MO","MO","PIT","Pittsburgh, PA","PA",1350,1340,-10,0,1608,-17,0,"",88,74,554,NA,NA
2025,7,17,4,"WN","WN",19393,"N8301J",1131,"BNA","Nashville, TN","TN","LAS","Las Vegas, NV","NV",2230,2247,17,1,31,1,0,"",224,205,1587,NA,NA
2025,7,15,2,"YX","YX",20452,"N210JQ",5652,"IND","Indianapolis, IN","IN","DTW","Detroit, MI","MI",1932,1928,-4,0,2036,-9,0,"",68,46,231,NA,NA
2025,7,23,3,"WN","WN",19393,"N462WN",1595,"OAK","Oakland, CA","CA","SAN","San Diego, CA","CA",825,824,-1,0,947,-8,0,"",83,70,446,NA,NA
2025,7,5,6,"DL","DL",19790,"N127DN",2031,"MCO","Orlando, FL","FL","SLC","Salt Lake City, UT","UT",1148,1143,-5,0,1409,-21,0,"",266,242,1931,NA,NA
2025,7,2,3,"AA","AA",19805,"N959AN",1609,"DFW","Dallas/Fort Worth, TX","TX","LGA","New York, NY","NY",730,728,-2,0,1153,-7,0,"",205,179,1389,NA,NA
2025,7,7,1,"AS","AS",19930,"N934AK",1215,"LAX","Los Angeles, CA","CA","SEA","Seattle, WA","WA",1925,2012,47,1,2258,41,0,"",166,130,954,0,0
2025,7,4,5,"OO","OO",20304,"N202SY",5976,"SHV","Shreveport, LA","LA","IAH","Houston, TX","TX",521,519,-2,0,633,0,0,"",74,45,192,NA,NA
2025,7,25,5,"WN","WN",19393,"N7824A",2539,"DTW","Detroit, MI","MI","LAS","Las Vegas, NV","NV",1045,1101,16,1,1201,-4,0,"",240,230,1749,NA,NA
2025,7,6,7,"AS","AS",19930,"N290AK",1319,"BOS","Boston, MA","MA","PDX","Portland, OR","OR",1706,1706,0,0,2019,-5,0,"",373,337,2537,NA,NA
2025,7,17,4,"WN","WN",19393,"N201LV",2564,"AUS","Austin, TX","TX","BUR","Burbank, CA","CA",1350,1345,-5,0,1439,-21,0,"",174,163,1241,NA,NA
2025,7,20,7,"WN","WN",19393,"N7721E",2769,"SFO","San Francisco, CA","CA","SAN","San Diego, CA","CA",1130,1127,-3,0,1315,5,0,"",108,86,447,NA,NA
2025,7,12,6,"AS","AS",19930,"N253AK",269,"SFO","San Francisco, CA","CA","ANC","Anchorage, AK","AK",1742,1735,-7,0,2106,-29,0,"",271,256,2018,NA,NA
2025,7,8,2,"AS","AS",19930,"N809AK",90,"SIT","Sitka, AK","AK","SEA","Seattle, WA","WA",715,710,-5,0,1029,-10,0,"",139,114,861,NA,NA
2025,7,9,3,"WN","WN",19393,"N8308K",3508,"PHX","Phoenix, AZ","AZ","DAL","Dallas, TX","TX",525,601,36,1,1022,37,0,"",141,119,879,36,0
2025,7,13,7,"YX","YX",20452,"N402YX",4632,"BOS","Boston, MA","MA","DCA","Washington, DC","VA",1530,1929,239,1,2209,279,0,"",160,73,399,0,0
2025,7,19,6,"MQ","MQ",20398,"N321JS",4295,"FAR","Fargo, ND","ND","DFW","Dallas/Fort Worth, TX","TX",1529,1646,77,1,1921,66,0,"",155,133,967,7,0
2025,7,23,3,"AS","AS",19930,"N479AS",572,"SEA","Seattle, WA","WA","RDU","Raleigh/Durham, NC","NC",855,914,19,1,1727,26,0,"",313,283,2354,0,0
2025,7,15,2,"OO","OO",20304,"N970SW",5293,"DEN","Denver, CO","CO","XWA","Williston, ND","ND",750,750,0,0,1045,3,0,"",115,83,582,NA,NA
2025,7,3,4,"B6","B6",20409,"N623JB",430,"MCO","Orlando, FL","FL","BQN","Aguadilla, PR","PR",2105,43,218,1,320,203,0,"",157,137,1129,144,0
2025,7,17,4,"MQ","MQ",20398,"N283NN",3562,"STL","St. Louis, MO","MO","BOS","Boston, MA","MA",1825,1847,22,1,2212,5,0,"",145,124,1047,NA,NA
2025,7,6,7,"DL","DL",19790,"N341DN",974,"LGA","New York, NY","NY","ATL","Atlanta, GA","GA",1500,1459,-1,0,1715,-18,0,"",136,110,762,NA,NA
2025,7,18,5,"F9","F9",20436,"N348FR",3311,"MCO","Orlando, FL","FL","DEN","Denver, CO","CO",2059,2151,52,1,2331,20,0,"",220,194,1547,0,0
2025,7,9,3,"WN","WN",19393,"N8583Z",2956,"LAS","Las Vegas, NV","NV","SMF","Sacramento, CA","CA",730,728,-2,0,902,2,0,"",94,64,397,NA,NA
2025,7,5,6,"AA","AA",19805,"N957NN",2291,"DFW","Dallas/Fort Worth, TX","TX","MSY","New Orleans, LA","LA",1554,1614,20,1,1732,10,0,"",78,60,448,NA,NA
2025,7,3,4,"NK","NK",20416,"N602NK",2680,"IND","Indianapolis, IN","IN","LAS","Las Vegas, NV","NV",1615,1613,-2,0,1802,41,0,"",289,259,1590,0,0
2025,7,31,4,"DL","DL",19790,"N915DU",1998,"SDF","Louisville, KY","KY","ATL","Atlanta, GA","GA",600,550,-10,0,703,-22,0,"",73,54,321,NA,NA
2025,7,11,5,"F9","F9",20436,"N346FR",4057,"JFK","New York, NY","NY","TPA","Tampa, FL","FL",1130,1250,80,1,1544,72,0,"",174,133,1005,71,0
2025,7,14,1,"B6","B6",20409,"N3115J",165,"BOS","Boston, MA","MA","RSW","Fort Myers, FL","FL",700,655,-5,0,958,-30,0,"",183,165,1249,NA,NA
2025,7,13,7,"UA","UA",19977,"N455UA",704,"DEN","Denver, CO","CO","ABQ","Albuquerque, NM","NM",1115,1135,20,1,1252,14,0,"",77,49,349,NA,NA
2025,7,27,7,"YX","YX",20452,"N207JQ",5835,"BOS","Boston, MA","MA","EWR","Newark, NJ","NJ",600,551,-9,0,711,-19,0,"",80,49,200,NA,NA
2025,7,25,5,"UA","UA",19977,"N17597",1254,"RSW","Fort Myers, FL","FL","EWR","Newark, NJ","NJ",600,606,6,0,849,-7,0,"",163,141,1068,NA,NA
2025,7,31,4,"G4","G4",20368,"195NV",1381,"ROA","Roanoke, VA","VA","SRQ","Sarasota/Bradenton, FL","FL",2101,2118,17,1,2313,9,0,"",115,96,701,NA,NA
2025,7,26,6,"OH","OH",20397,"N706PS",5355,"DFW","Dallas/Fort Worth, TX","TX","JAN","Jackson/Vicksburg, MS","MS",1930,1928,-2,0,2109,11,0,"",101,64,408,NA,NA
2025,7,9,3,"F9","F9",20436,"N330FR",1157,"EWR","Newark, NJ","NJ","ATL","Atlanta, GA","GA",1104,1059,-5,0,1300,-35,0,"",121,101,746,NA,NA
2025,7,20,7,"NK","NK",20416,"N984NK",1734,"PHX","Phoenix, AZ","AZ","DTW","Detroit, MI","MI",2349,2342,-7,0,640,10,0,"",238,199,1671,NA,NA
2025,7,14,1,"WN","WN",19393,"N8866H",4024,"MYR","Myrtle Beach, SC","SC","MDW","Chicago, IL","IL",555,551,-4,0,655,-10,0,"",124,107,738,NA,NA
